year,country,TotalDeaths,NoInjured,NoAffected,NoHomeless,TotalAffected,AIDContribution000US,ReconstructionCosts000US,ReconstructionCostsAdjusted,InsuredDamages000US,InsuredDamagesAdjusted000,TotalDamages000US,TotalDamagesAdjusted000US,ISO,incgrp,wb_region,disp_area,UN_status_detail,UNmemberstate,UN_status,territoryof,ISO_governing,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,m49_code,fsci_regions
1995,Cabo Verde,0,6,1300,5000,6306,678,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,Sub-Saharan Africa
1998,Cabo Verde,0,0,10000,0,10000,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,Sub-Saharan Africa
1999,Cabo Verde,18,0,0,0,0,0,0,0,0,0,0,0,CPV,Lower middle income,Sub-Saharan Africa,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,002,Africa,202,Sub-Saharan Africa,011,Western Africa,132,Sub-Saharan Africa
2021,Costa Rica,3,0,200000,0,200000,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1998,Costa Rica,8,0,15450,1700,17150,0,0,0,0,0,114090,189652,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1990,Costa Rica,24,309,300,14000,14609,0,0,0,0,0,19500,40441,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1988,Costa Rica,35,7500,130000,2500,140000,0,0,0,0,0,69000,158102,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2005,Costa Rica,21,0,4072,0,4072,231,0,0,0,0,55000,76313,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2007,Costa Rica,19,0,24500,0,24500,0,0,0,0,0,80000,104550,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1991,Costa Rica,48,220,171470,23900,195590,0,0,0,0,0,100000,198962,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1968,Costa Rica,87,0,12391,3280,15671,0,0,0,0,0,5000,38951,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1993,Costa Rica,12,41,35200,3450,38691,195,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1994,Costa Rica,2,0,2000,556,2556,0,0,0,0,0,4000,7312,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1976,Costa Rica,0,0,70000,0,70000,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2011,Costa Rica,4,0,46695,0,46695,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2019,Costa Rica,0,4852,0,0,4852,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1995,Costa Rica,0,0,8048,4800,12848,146,0,0,0,0,6300,11203,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2001,Costa Rica,0,0,1437,0,1437,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2016,Costa Rica,9,245,50000,0,50245,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1996,Costa Rica,60,0,736000,0,736000,10777,0,0,0,0,450000,777407,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1983,Costa Rica,12,60,5475,0,5535,0,0,0,0,0,6000,16324,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2020,Costa Rica,0,0,25000,0,25000,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2014,Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2018,Costa Rica,1,0,125190,0,125190,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2017,Costa Rica,25,0,11500,0,11500,0,0,0,0,0,185000,204510,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2015,Costa Rica,0,0,28116,0,28116,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1980,Costa Rica,1,0,1350,0,1350,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2009,Costa Rica,31,91,128527,0,128618,413,0,0,100000,126304,200000,252609,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1992,Costa Rica,0,0,1200,0,1200,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1963,Costa Rica,15,200,5000,0,5200,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2004,Costa Rica,10,0,3311,25,3336,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1969,Costa Rica,7,23,4580,0,4603,0,0,0,0,0,4000,29547,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2000,Costa Rica,34,0,200,0,200,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1970,Costa Rica,24,40,15200,0,15240,0,0,0,0,0,30000,209378,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2013,Costa Rica,3,0,12000,0,12000,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1975,Costa Rica,2,0,0,0,0,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1973,Costa Rica,21,98,3563,84,3745,0,0,0,0,0,200,1221,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1999,Costa Rica,9,0,5372,4621,9993,0,0,0,0,0,1000,1627,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2003,Costa Rica,3,75,2560,0,2635,0,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2002,Costa Rica,10,40,95000,0,95040,50,0,0,0,0,1000,1506,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2008,Costa Rica,11,0,209498,0,209498,261,0,0,0,0,22000,27688,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
1984,Costa Rica,0,0,0,0,0,0,0,0,0,0,2500,6521,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2010,Costa Rica,27,0,3106,0,3106,449,0,0,0,0,0,0,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2012,Costa Rica,8,225,10060,0,10285,0,0,0,32000,37767,45000,53110,CRI,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,013,Central America,188,Latin America & Caribbean
2000,Cuba,2,0,675,0,675,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
2010,Cuba,68,0,0,0,0,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
2019,Cuba,6,195,9916,0,10111,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1994,Cuba,22,156,106338,42820,149314,580,0,0,0,0,101968,186407,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1981,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1993,Cuba,51,95,739038,32000,771133,13829,0,0,5000,9379,1140000,2138371,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1989,Cuba,195,163,0,0,163,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1996,Cuba,3,0,280861,66681,347542,3110,0,0,0,0,13000,22458,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1985,Cuba,4,0,479891,22000,501891,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1987,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
2022,Cuba,68,76,9080,0,9156,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1988,Cuba,50,99,150000,1500,151599,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
2006,Cuba,2,8,1760,0,1768,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
2004,Cuba,4,5,205745,41500,247250,1823,0,0,0,0,1203139,1726009,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
1968,Cuba,0,0,0,0,0,0,0,0,0,0,0,0,CUB,Upper middle income,Latin America & Caribbean,NO,Member State,1,"Territory, region, or administrated by a state",Member State,,019,Americas,419,Latin America and the Caribbean,029,Caribbean,192,Latin America & Caribbean
