ISO,m49_code,country,incgrp,fsci_regions,UNmemberstate,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,wb_region,cohd,avail_fruits,avail_veg,UPFretailval_percap,safeh20,pou,fies_modsev,pctcantafford,MDD_W,MDD_iycf,All5,zeroFV,zeroFV_iycf,NCD_P,NCD_R,SSSD,fs_emissions,emint_cerealsnorice,emint_beef,emint_cowmilk,emint_rice,yield_cereals,yield_fruit,yield_beef,yield_cowmilk,yield_vegetables,croplandchange_pct,agwaterdraw,functionalintegrity,fishhealth,pesticides,sustNO2mgmt,aginGDP,unemp_r,underemp_r,spcoverage,spadequacy,childlabor,landholding_fem,cspart,mufppurbshare,righttofood,fspathway,govteffect,foodsafety,healthtax,accountability,open_budget_index,accessinfo,damages_gdp,kcal_total,mobile,soccapindex,pctagland_minspecies,genres_plant,genres_animal,rcsi_prevalence,fpi_cv,foodsupplyvar,totalpop,GDP,GDP_percap,landarea,agland_area,cropland,yield_eggs,emint_eggs,emint_chickenmeat,emint_pork,yield_citrus,yield_chickenmeat,yield_pork,yield_pulses,yield_roottuber,yield_treenuts,pop_u,prod_cereals,prod_citrus,prod_fruit,prod_eggs,prod_beef,prod_chickenmeat,prod_pork,prod_pulses,prod_cowmilk,prod_roottuber,prod_treenuts,prod_vegetables,prod_cerealsnorice,prod_rice,areaharvested_cereals,areaharvested_citrus,areaharvested_fruit,producinganimals_eggs,producinganimals_beef,producinganimals_chickenmeat,producinganimals_pork,areaharvested_pulses,producinganimals_cowmilk,areaharvested_roottuber,areaharvested_treenuts,areaharvested_vegetables,agland_area2010,agland_area2015
KNA,659,Saint Kitts and Nevis,High income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Latin America & Caribbean,3.405,186.87671,71.123283,316.08432,,,26.9,,,,,,,,,,45.0299,,61.148899,,,,7.3704,186.7,,6.6699,0,0.83333331,98.64825154,,3.55,1.320454775,1.30142,,,,,,27.870001,,0,3,0,0.696850777,80,0,,,1,1.8856568,0.643907964,146.61929,,0,,,,1.1404438,41,53546,976150666.7,18230.133,0.25999999,0.059999999,0.050999999,0.049286,1.1324,20.7778,16.174999,,0.005625,31.3,1.1359,3.0351,,50.132,,,1990,207,45,9,36,234,,692,,687,,,,,270,42,0.241,16,1.152,206,,228,,103,0.056999996,0.059999999
LCA,662,Saint Lucia,Upper middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Latin America & Caribbean,3.5940001,240.73973,122.13699,198.58311,,,22.200001,20.6,,,,,,,,,189.2628,,47.885899,1.8234,,,15.5531,183.1,1390.8,11,0,10.133333,99.97439508,,20.48,1.242990885,2.59076,14.031,,,,1.9,29.700001,,0,3,0,0.152823716,80,0,,,0,1.9264536,0.819576681,110.55019,,0,,0,,1.1083331,17,184401,1764901133,9570.9951,0.61000001,0.099399999,0.095699996,0.109474,0.47400001,1.1631,3.3315001,24.8462,0.011615,165.1,2.125,3.9375,,149.90401,,969,21821,624,417,1309,908,51,1032,4347,,3179,,,,39,1403,57,2.278,1127,5.5,24,0.742,1104,,289,0.099399999,0.099399999
VCT,670,Saint Vincent and the Grenadines,Upper middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Latin America & Caribbean,4.454,420.08218,164.02739,163.66316,,7.6,33.299999,,,,,,,,,,101.6285,0.034600001,28.8423,1.8535,,29.2414,11.1781,208.5,1362.4,12.9641,0,0,99.90955137,32.16751826,,0.462952249,6.6705399,18.410999,,,,,,,0,3,0,0.152823716,80,1,,,1,36.526077,0.643840194,87.487831,,100,,,,0.74766195,50,111269,889775243.4,7996.6138,0.38999999,0.07,0.050000001,0.125106,0.4034,1.7121,3.7542,23.9054,0.01,56.2,1.8484,12.2991,,93.989998,848,1769,77252,588,196,454,389,1024,985,13898,,5056,848,,29,74,6911,47,0.94,454,6.922,554,0.723,1130,,390,0.07,0.07
WSM,882,Samoa,Lower middle income,Oceania,1,9,Oceania,61,Polynesia,,,East Asia & Pacific,,485.94519,53.095886,172.00002,46.22855352,4.4,23.6,,,,,,,,,,341.5228,,107.3675,4.1009002,,,6.5454,153,993.9,1.1401,-9.5534887,,98.85123024,22.00339204,4.3099999,0.754387015,10.271,8.3079996,0.30000001,33.638069,18.651041,13,22.9,,0,3,1,0.523468316,100,1,,,0,0,,34.775772,,,,,,0.58243084,9,200144,788389971.6,3939.1138,2.78,0.4941,0.43000001,0.051842,0.91369998,3.3339,33.470501,4.8133,0.007982,35.1,,5.3027,,182.311,,722,46538,394,1016,360,1561,,1799,27749,,1318,,,,150,7110,76,6.642,451,44.441,,1.81,5233,,1156,0.41499999,0.75620002
SMR,,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,0.023
STP,678,Sao Tome and Principe,Lower middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,17,Middle Africa,Sub-Saharan Africa,3.5510001,576.41095,62.520546,54.871471,36.16896361,13.5,54.599998,84.699997,,32.26844,,,31.68492,,,,266.5947,0.075900003,6.4777002,1.3408,,2.0088,10.4526,179.7,1371.9,10.7609,0,1.1743119,99.34645608,22.381048,,0.955198481,13.9921,13.502,,,,6.6999998,,0.69999999,0,2,0,-0.644741058,40,0,1.1390001,31,0,0,0.679053605,79.487038,0.40465152,0,,,,0.88795143,21,223364,547092915,2449.3335,0.95999998,0.44,0.43000001,0.021136,2.8355,1.495,21.399,,0.00615,51.4,,4.1199,,197.185,681,,50601,186,193,575,515,,557,12953,,3691,681,,339,,4841,88,1.074,935,10.015,,0.406,3144,,343,0.46000001,0.44
SAU,682,Saudi Arabia,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,4.1479998,190.82191,193.01369,415.55914,,3.7,,,,,,,,,,,97556.641,0.3434,15.3643,0.1727,,4.8604,12.2132,200.5,11551.4,21.9582,-0.22849809,791.66669,99.51206106,13.56306138,2.02,1.244186602,2.5625701,6.7940001,,,,,,0.191,0,2,0,0.146086872,80,1,-1.224,23,1,0,0.797679901,124.13282,0.63708997,0,,,,0.57259911,32,35340680,8.33541E+11,23585.885,2149.6899,1735.9592,35.959171,0.105006,0.54049999,0.74910003,,19.1212,0.014125,,3.0294,28.8039,,27367.748,1180993,58530,2913925,351046,42000,900000,,14714,2593771,561301,,1052171,1180993,,242983,3061,238588,33431,209.501,637188,,4857,224.541,19487,,47917,1734.0601,1736.37
SEN,686,Senegal,Lower middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Sub-Saharan Africa,2.3299999,53.041096,355.45206,49.759571,,7.5,49.200001,46,74.76,19.33213,28.24,9.68,52.44892,3.61,1.67,16.66,21540.109,0.1169,50.536598,5.9474001,0.70370001,1.8216,15.3696,171.7,315.7,12.0355,0.030506406,5.2989478,84.6721587,10.62946473,0.18000001,1.096211769,15.8177,1.288,0.30000001,16.786619,11.7939,17.1,15.3,0.78600001,24.592623,2,1,0.010891097,80,0,1.255,40,0,0.073489912,0.736636639,113.94548,0.43353432,4.3386245,1.89,0,,0.84476978,27,17196308,27625388352,1606.472,192.53,88.779999,32.779999,0.04173,1.387,2.6005001,6.9801998,7.3862,0.014551,54.7,0.876,15.962,0.5195,14262.887,3640545,56800,2008315,41500,77007,122823,19470,253994,220667,1679536,12307,1000629,2284061,1349723,1998542,7690,130668,9945,448.387,84409,355.636,289961,698.942,105221,23690,83140,94.580002,88.730003
SRB,688,Serbia,Upper middle income,Northern America and Europe,1,150,Europe,39,Southern Europe,,,Europe & Central Asia,4.2459998,287.56165,224.16438,338.86542,75.03841651,3.3,14.1,16.299999,,85.88482,,,2.245824,,,,20674.873,0.1256,15.2292,1.2833,,6.5601,9.1666,216.6,3650.2,9.7843,0.14229812,0.4391492,67.38607622,,,0.179041004,6.4963198,7.9489999,3.5,61.036793,54.897011,9.1000004,17.6,0.597,0,2,1,0.032404829,80,0,0.257,46,1,0,0.627926171,120.21686,0.41246858,53.424656,5.588,0,,0.7776922,10,6844078,63068134601,9214.9932,87.459999,35.040001,28.110001,0.100206,1.0176001,0.1961,2.8527999,,0.015931,55.2,2.3406,22.4257,1.9028,5385.0532,11472036,,1909656,85275,66926,113978,303530,55125,1539445,673151,15144,669062,11311788,,1748752,,208328,8510,308.913,71543,5501.599,23552,421.748,30017,7959,68381,35.216,34.810001
SYC,690,Seychelles,High income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,3.8010001,235.50685,281.53424,268.37387,,,14.3,6.8000002,,,,,,,,,166.2831,,16.5273,2.5613999,,,16.2857,203.7,737.2,4.7111,0,,78.67186177,22.9915038,12.1,1.223692994,2.48013,,,,,,18.700001,0.81699997,0,2,1,0.511649311,80,1,1.085,,1,0,0.157151908,186.5822,0.42089909,,,0,,1.0277499,44,99202,1320053793,13306.726,0.46000001,0.0155,0.0155,0.119897,0.47870001,0.064999998,2.8917,13.8571,0.013138,82,,12.1053,,95.935997,,97,2964,1163,11,494,447,,101,230,,3001,,,,7,182,97,0.054,376,5.448,,0.137,19,,637,0.024,0.0155
SLE,694,Sierra Leone,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Sub-Saharan Africa,2.8929999,92.438362,135.89041,20.785318,10.62058316,27.4,86.699997,89.199997,38.95,25.06937,18.97,14.85,51.73151,2.48,0.94,12.12,7816.4868,0.086199999,67.347801,1.3509001,1.1816,1.6317,5.304,252.4,1389.9,3.7022,0,0.028562499,84.27603268,27.85720776,,0.88331036,61.291302,7.7719998,0.30000001,17.023487,2.5727439,21,,0.954,0,2,1,-1.016485214,20,0,0.99900001,45,1,0,0.615383804,86.300812,0.4230516,80.941177,,,55.415607,0.9948293,38,8141343,4200380124,515.93207,72.18,39.490002,17.49,0.022895,2.5265,4.0739999,46.595901,5.6931,0.008809,58,0.6617,13.2815,,5326.3599,1170307,107446,269722,11624,9397,19922,1478,82254,150551,1888184,,468497,110549,1049795,717229,18873,50853,5077,37.228,22616,25.481,124314,108.316,142167,,126545,39.303799,39.490002
SGP,702,Singapore,High income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,3.0639999,,,324.79663,99.9,,4.5999999,,,,,,,,,,6847.2344,,7.7543001,,,,2.5,443,,18.8284,0,4.3959999,47.69071095,,,1.230290103,0.0324031,,,,,,,0.421,0,3,0,2.33529973,80,0,0.28200001,,0,0,,144.34712,0.77596301,0,,,,0.70508301,,5453566,3.96987E+11,72794,0.71800005,0.0066,0.0066,0.126591,0.4215,0.039000001,,,0.018861,64.4,,15,,39.881001,,,5,36952,35,95766,27765,,,15,,25569,,,,,2,2919,0.079,50775,431.193,,,1,,1358,0.0074,0.0066
SVK,703,Slovakia,High income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,3.1500001,141.39726,184.00002,400.88763,99.9,3.8,7.6999998,1.2,,,,,,,,,6323.9883,0.1693,64.506203,0.48320001,,6.1298,7.3443,294.7,7519,18.0931,-0.058651026,0.16187625,70.55371873,,1.33,0.600970713,2.1828799,7.8870001,0.60000002,88.619102,32.297432,,17,0.76999998,0,2,0,0.544079423,60,0,1.6210001,65,1,0,0.792242289,133.51987,0.42557159,18.969849,17.165,0,,0.84482139,58,5447247,1.14871E+11,21087.846,48.080002,18.83,13.64,0.141956,1.0102,0.43720001,1.6128,,0.015056,94.3,2.3206,23.7429,0.0085,4174.7939,4580900,0,85120,46164,10920,,70480,24830,917690,166200,10,106930,4543360,,747320,0,11590,3252,37.05,,747.77,10700,122.05,7000,1180,5910,19.446999,18.886
SVN,705,Slovenia,High income,Northern America and Europe,1,150,Europe,39,Southern Europe,,,Europe & Central Asia,3.0699999,261.86301,241.78082,384.84283,98.27432091,2.5,7.4000001,0.1,,,,,,,,,5944.8823,0.1776,23.1742,0.73509997,,7.3927,9.7999,309,6356.7,19.4802,-0.28980544,0.009413241,94.06530681,29.65713543,4.0599999,0.927623463,2.1222,4.4200001,3.5,,,,27.200001,0.80800003,22.167896,2,0,1.166243076,100,0,1.132,66,1,0,0.903920949,122.70183,0.46914908,2.2304833,1.776,2,,1.1686633,17,2107007,61526331889,29200.82,20.1364,6.1048999,2.3395,0.132615,0.76859999,0.1221,2.2969,,0.016917,97.2,2.3163,30.2993,2.4203,1337.574,749470,0,186100,23937,36500,67040,28950,2270,630650,89080,1670,133108,716640,,101380,0,18990,1805,118.12,39629,297.7,980,99.21,2940,690,6833,6.2385998,6.1648998
SLB,90,Solomon Islands,Lower middle income,Oceania,1,9,Oceania,54,Melanesia,,,East Asia & Pacific,,115.31507,35.123287,41.055744,,18.1,,,,,,,,,,,386.18539,,40.0354,2.9489,3.5545001,1.9142,14.4405,185,1380.1,15.1809,0.73394495,,99.98553055,22.9915038,,1.177685041,24.5879,0.46399999,,1.5833808,24.643808,13.8,,0.65499997,0,3,0,-0.912718713,20,0,0.96100003,,0,0,0.595592022,69.007286,,,,,,1.0651529,24,703995,1645213882,2336.968,27.99,1.17,1.09,0.044122,1.0888,1.3606,10.497,,0.007994,40,1.172,13.8435,1,605.78601,2745,,30094,578,774,279,2583,6731,3148,199444,333,6042,,2745,1434,,2084,131,4.183,349,64.569,5743,2.281,14407,333,398,1.0700001,1.13
SOM,706,Somalia,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,,,,15.748332,,,77.400002,,,,,,,,,,42712.023,0.17739999,85.442398,4.8839002,5.7305999,0.5003,9.748,107.8,384.5,3.8315,0,22.319727,96.14490041,7.292989714,,1.229418582,18.0931,14.788,6.6999998,,,,,0.65799999,21.599403,2,1,-2.093570709,20,0,0.034000002,20,0,13.616316,,55.646362,0.37953925,0,,,33.023006,,15,16359500,7292721820,445.77902,627.34003,441.25,11.25,0.032574,1.7868,3.0922,9.5271997,6.2546,0.008059,49.8,0.3054,9.4977,,7243.9082,177226,24887,214348,2658,55000,3886,103,26323,456309,103003,,104260,176043,1183,354266,3979,21989,816,510,4822,2.069,86202,1186.851,10845,,27211,441.28,441.25
ZAF,710,South Africa,Upper middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,18,Southern Africa,Sub-Saharan Africa,4.2979999,74.356163,105.28767,227.19765,,6.9,19,65.199997,71.75,39.90548,22.71,10.45,37.10629,3.29,3.24,51.36,108892.7,0.1374,14.0433,0.4919,46.612499,5.4072,23.5969,321,3817.3,18.7649,0,22.387537,97.09413956,39.50059706,2.1600001,0.822151094,2.4042699,34.362999,5,79.868904,34.397552,1.9,,0.71600002,26.514505,1,1,0.299396396,100,1,1.233,86,1,0.017859422,0.735240579,161.79659,0.42583564,32.271416,6.842,7,,0.76203674,13,60041996,4.19946E+11,6994.2114,1213.09,963.40997,124.13,0.121911,0.4747,0.28290001,1.1513,32.2345,0.019352,86,1.1127,26.6755,3.5437,48236.832,18237226,2826678,7456699,593526,1038688,1873238,301990,80080,3821518,2629515,58648,2636219,18221416,3076,3372793,87691,316004,48685,3236,967966,3511,71968,1001.111,98574,16550,140487,968.90997,963.40997
SSD,728,South Sudan,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,,,,15.928239,,,86.400002,,,,,,,,,,61500.094,0.092500001,47.744099,6.4558001,,1.1567,6.4849,150,290.9,8.5027,-1.1393644,0.4848485,99.54834408,,,1.230728839,3.0419199,9.9060001,,6.241508,1.5250021,,,0.296,0,1,0,-2.344410419,20,0,-0.63999999,15,1,0,,12.006727,0.27468741,22.832428,,,50.858593,0.65806031,,11381377,11997800760,1119.6515,631.92999,282.51001,24.777,,,1.9792,,9.028,0.01,,0.92,7.745,,5777.8809,874000,16458,553035,,144733,20294,,34125,2452701,795978,,496999,874000,,755610,1823,85281,,964.884,20294,,37094,8432.559,102773,,58452,,283.9205
ESP,724,Spain,High income,Northern America and Europe,1,150,Europe,39,Southern Europe,,,Europe & Central Asia,2.8380001,236.27397,326.46576,440.23914,99.9,2.5,8.6000004,2,,,,,,,,,97297.797,0.1939,19.2978,0.51700002,3.0360999,4.5015,12.5772,279.8,9381.6,38.8959,-0.65058661,18.264574,71.54887878,27.83359992,2.5999999,0.777174091,3.14802,14.652,6.8000002,,,,21.700001,0.91100001,20.619146,2,1,0.894953728,80,1,1.61,54,1,0.14320028,0.89400655,119.02036,0.40705368,64.569046,74.662,37,,1.0358971,27,47326687,1.42528E+12,30115.705,499.55664,261.42639,166.46394,0.183184,0.54659998,0.2201,2.1326001,22.4734,0.020124,89.1,1.558,31.3735,0.773,43634.215,27320900,6696400,19471070,912532,677740,1401410,5003430,571680,7606070,2051830,642560,12668790,25629830,739230,6069230,297970,1548120,,2422.41,696387,56130.03,366930,810.74,65400,831290,325710,275.45001,265.76501
LKA,144,Sri Lanka,Lower middle income,Southern Asia,1,142,Asia,34,Southern Asia,,,South Asia,3.9230001,95.80822,136.10959,37.07288,,3.4,10,49,82.16,78.44467,58.26,5.83,10.70174,4.22,1.57,6.74,15810.762,1.1652,31.190701,1.7069,0.84719998,4.7468,11.4259,136.5,1222.5,12.75,0.60708261,21.420454,76.66284771,,1.08,0.598919203,8.3612003,5.875,2.3,35.140694,17.331739,0.80000001,18.700001,0.62099999,1.7942259,1,1,-0.070210099,40,1,0.65700001,30,1,0,0.6473369,138.84145,0.45276293,52.665798,12.392,,,1.0528803,18,22156000,84518830393,3814.7153,61.860001,28.120001,23.719999,0.143096,0.3725,0.28400001,13.9545,1.6441,0.012692,72.4,1.1352,14.9903,2.1545,20897.703,5434887,28738,1339584,104703,22182,224466,1546,19707,413636,424511,33655,1306938,313963,5120924,1144961,17479,117241,7317,162.481,176862,21.364,17360,338.35,28319,15621,102505,26.200001,27.4
SDN,729,Sudan,Low income,Northern Africa & Western Asia,1,2,Africa,15,Northern Africa,,,Sub-Saharan Africa,4.3080001,180.21918,229.99998,47.312469,,12.8,50.700001,91.800003,,23.97122,,,66.96679,,,,108890.34,0.2208,78.034897,5.1299,3.217,0.4459,12.0521,109,366,13.0777,0.86253989,68.544975,91.0771295,2.407153233,0.19,1.11551231,20.9172,17.290001,,7.4481554,1.051389,15.3,,0.49399999,0,2,1,-1.486480117,80,0,-0.243,1,1,0,,80.264084,0.38656643,0.14464803,17.168,0,,0.39349282,23,44909351,34326058557,764.341,1868,694.05841,212.1084,0.074278,0.77950001,2.0541999,,10.4828,0.023634,,0.5007,6.4329,,35815.242,3821458,781175,3263482,75385,389367,80357,,508393,3011178,924498,,3868342,3787325,34133,8570751,74520,270782,10149,3571.023,34000,,1015360,8226.49,143714,,295797,,684.91077
SUR,740,Suriname,Upper middle income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,5,South America,Latin America & Caribbean,5.7389998,232.46574,159.9178,164.61316,55.76043424,8.2,35.799999,58.799999,,28.11235,,,29.49583,,,,10841.817,100.5627,41.047001,0.86180001,1.7719001,4.6376,21.9437,201.3,2981.3,18.0227,-1.1940299,0.43545455,99.96465222,,5.6399999,0.638331212,9.4245701,7.0300002,,,,3.4000001,34.700001,0.79100001,0,1,0,-0.539007902,80,0,1.393,,0,0,0.636304379,153.30548,0.35140532,12.621359,0.083,0,,0.90364826,32,591798,2862131980,4836.3325,156,0.83999997,0.67000002,0.038748,1.383,1.9335999,3.6355,13.6364,0.016248,70.8,0.9136,21.4322,,539.09003,285858,23891,97803,4301,1724,9687,2245,74,3667,10116,,22204,146,285712,61639,1752,4457,1110,8.564,5962,31.713,81,1.23,472,,1232,0.78300005,0.87
SWE,752,Sweden,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,3.339,162.54794,229.97261,932.77606,99.9,2.5,5.3000002,0.60000002,,,,,,,,,43603.898,0.1804,16.6889,0.51300001,,5.9944,11.471,321.2,9108.9,26.5387,-0.28709331,0.043103449,97.32057027,51.95292506,0.64999998,0.991207967,1.37491,7.0830002,4.1999998,,,,15.4,0.95300001,0,2,1,1.719101429,80,0,1.933,85,1,0.011156483,0.883552074,126.6611,0.77799946,0,0.448,3,,0.61908579,8,10415811,6.27438E+11,60238.988,407.28351,30.055401,25.4203,0.198906,0.5898,0.045000002,1.6173,,0.015565,94,3.0957,36.4437,,7001.1792,5954500,0,49440,149100,142520,166830,247770,130950,2772740,877200,0,342880,5737500,,993340,0,4310,,443.69,107186,2635.91,42300,304.4,24070,0,12920,30.737,30.283501
CHE,756,Switzerland,High income,Northern America and Europe,1,150,Europe,155,Western Europe,,,Europe & Central Asia,2.6589999,220.24657,243.12328,1048.7471,94.24815385,2.5,2.2,0,,,,,,,,,17240.391,0.1901,14.7868,0.67589998,,6.9869,17.2671,237.4,6913.5,22.8105,0.085842401,0.29925233,94.90116031,,4.54,0.885798609,0.68942302,3.5339999,4.4000001,,,,6.5,0.97100002,12.249621,1,1,2.020097733,80,0,1.8099999,,1,0,0.915278435,127.30669,0.7815932,0,40.037,11,,0.60322601,13,8697723,8.12867E+11,93457.438,39.516029,15.042137,4.250371,0.197405,0.51620001,0.3012,1.6041,,0.012911,90.1,3.4203,44.7203,1.5836,7090.1621,1007794,,373177,66269,143663,103386,223986,16212,3765000,490000,2651,399411,959196,,144241,,21612,3357,605.109,80073,2486.256,4740,544.588,10957,1674,17510,15.346,15.189336
SYR,760,Syrian Arab Republic,Low income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,,344.46576,331.47943,93.971153,,,,,,,,,,,,,13633.499,0.099399999,7.8204999,0.78200001,,1.8324,9.4743,152.4,2550.7,18.2989,0,87.311035,83.22867624,,0.25,0.886867395,19.9806,8.4280005,,8.1937981,,,,0.153,0,2,0,-1.729341984,40,0,-1.316,,0,0,,95.197868,0.24113831,55.092594,,,55.637424,0.10581443,54,18275704,21445775364,1265.6062,183.63,139.21001,57.330002,0.096492,0.58810002,0.19670001,,20.8912,0.012543,,1.42,23.5483,1.5584,17139.801,5322612,1127458,2449998,121483,64392,124772,,324427,1309870,647319,215503,2088946,5322612,,2904797,53968,258595,12590,422.436,99475,,228468,513.543,27489,138286,114157,139.08,139.21001
TJK,762,Tajikistan,Lower middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,3.48,105.75342,657.61646,47.913197,55.23686279,8.6,,42.099998,86.7,22.50753,63.39,1.92,57.58746,4.16,2.98,32.59,9186.1816,0.1698,13.764,2.7749,1.5853,3.5005,9.1113,286.7,924.3,34.0789,1.387128,33.674122,91.60753591,,0.25,0.435811036,23.7878,4.8179998,,39.288731,7.5999956,,,0.2,0,2,1,-0.710046411,40,0,-0.88599998,16,1,0.102901,,121.45556,0.51805282,41.176472,4.775,,,0.5681445,31,9749625,8746270636,897.08789,138.78999,49.16,10.41,0.08813,0.57300001,7.0640998,0.0092,14.479,0.013476,154.4,3.4746,20.7683,0.9427,8012.145,1280841,6559,1342138,22764,166323,3745,913,58447,977863,986327,5811,2374585,1181841,99000,365900,453,147304,2583,580.16,2779,5.915,16821,1057.966,47492,6164,69679,47.557003,48.438
THA,764,Thailand,Upper middle income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,4.3210001,212.35617,102.21918,178.39995,,8.8,33.799999,17,,69.24313,,,13.92914,,,,148794.89,0.1758,70.101402,0.57349998,1.8088,3.0157,10.2296,121.6,5454.5,7.7986,0.45024765,11.807756,52.02742403,9.312067174,0.86000001,0.821779313,8.6448498,0.963,1.9,71.881012,17.670185,,36.299999,0.56800002,17.024231,2,0,0.300700486,80,1,-0.125,58,1,0.11680266,0.662805557,166.61037,0.48933223,66.261398,31.887,0,,0.65662646,14,69950844,5.05982E+11,7233.3887,510.89001,230.10001,222.10001,0.075266,0.70810002,0.40290001,2.1185999,14.2067,0.014006,74.1,0.952,20.198,1.4403,52970.832,35507800,1116745,10098175,713242,113010,1782014,893500,208894,1200000,29496328,39036,2820271,4995903,30231024,11774365,78607,987157,94763,929.366,1272360,12058.035,219416,220,1460357,27102,361639,210.60001,225.10001
TLS,626,Timor-Leste,Lower middle income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,,40.739727,74.904114,,,26.2,,,,39.83708,,,33.98166,,,,1679.4652,0.083700001,271.659,,1.6348,2.87,7.6423,103.4,,2.5405,0.083593294,13.037127,90.19681941,22.9915038,0.01,0.951783311,16.4986,2.5650001,0.2,35.328411,20.618999,7.1999998,,0.52899998,0,2,1,-0.801569998,40,0,1.0089999,52,1,0,,104.51062,,11.309524,,,,0.67673469,18,1343875,1959134744,1457.8251,14.87,3.414,1.9139999,0.091069,0.59259999,3.3048,8.0494003,8.615,0.008,40,1.3547,3.2151,,1002.34,144000,1835,17218,1448,1399,1168,12807,10575,,62801,,32945,75000,69000,50174,213,2253,159,13.534,1460,320.162,7806,,19533,,12968,3.3800001,3.4060001
TGO,768,Togo,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,11,Western Africa,Sub-Saharan Africa,,22.273973,56.465755,32.082218,19.56098104,18.8,62.5,,,18.60724,,,47.86895,,,,6293.729,0.1259,80.271202,11.1704,0.30770001,1.1723,6.8027,125,168.1,5.0798,0,0.51700681,79.26983028,,0.50999999,0.882569768,18.7766,2.109,2.4000001,3.0095754,28.50449,32.900002,17.700001,0.61699998,0,2,0,-0.690932989,40,0,0.16,31,1,0,0.675368071,78.713943,0.32598197,87.121216,0.845,0,,1.0335492,29,8478242,8413200568,992.32843,54.389999,38.200001,28.200001,0.101137,0.5729,2.6385,14.067,4.6108,0.008655,30,0.5436,5.0593,1.4809,7201.022,1357456,14925,66823,23656,6447,43447,20418,239008,11513,2054099,8111,149504,1194000,160000,1157970,3237,9823,2339,51.579,50196,680.544,439673,68.485,406001,5477,29431,36.650002,38.200001
TON,776,Tonga,Upper middle income,Oceania,1,9,Oceania,61,Polynesia,,,East Asia & Pacific,,,,125.36245,29.50420143,,23.200001,,,53.49138,,,10.2006,,,,116.0199,,81.665298,2.5601001,,,1.6012,189.9,1560.4,3.9259,0,,99.60713885,16.45943174,0.70999998,0.678782313,19.6238,3.4030001,5.5,1.2882739,29.122126,25.9,19,,0,3,1,0.156391427,80,1,,,0,22.707281,,58.659351,,,,0,,0.93844694,,106759,488829964.1,4624.8232,0.72000003,0.34999999,0.31,0.018481,2.4849,3.2981999,23.282499,2.3767,0.007493,48.1,,11.0145,,93.001999,,3085,8611,146,343,278,1756,,323,24342,,27320,,,,1298,5378,79,1.806,371,36.53,,0.207,2210,,6959,0.31999999,0.34999999
TTO,780,Trinidad and Tobago,High income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,29,Caribbean,Latin America & Caribbean,4.224,150.73973,109.94521,324.37997,,7.5,43.299999,11.6,,,,,,,,,16825.16,0.3028,58.0774,8.4625998,22.405899,1.1468,5.4874,149.7,301.5,5.7241,0,0.43489584,94.37022615,,,1.322559626,1.1296,3.3570001,,,,0.69999999,14.71,0.85600001,0,3,0,0.179910824,40,0,1.424,34,1,0.015532681,0.813497365,142.05167,0.22646365,75,0.64,,,0.72087002,7,1403374,21391802311,15243.123,5.1300001,0.54000002,0.47,0.030361,1.7616,2.1689999,4.0778999,4.8612,0.01957,61.9,1.6376,9.7513,,1080.359,5734,14078,74453,3024,966,63574,1749,1297,2184,14471,,18420,5000,734,5000,2896,13568,996,6.455,32486,28.236,792,7.244,1484,,3218,0.54000002,0.54000002
